0,0.9,0.2,0.7047,0.7101
0,1,0.3,0.7047,0.7101
0,1.1,0.4,0.7047,0.7101
0,1.2,0.4,0.7047,0.7101
0,1.3,0.4,0.7047,0.7101
0,1.4,0.35,0.7047,0.7101
0,1.45,0.35,0.7047,0.7101
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
9,,,,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
10,,,,
17,,,,
18,,,,
19,,,,
20,,,,
21,,,,
25,,,,
